,index,name,address,rating,author,text,review_rating,neg,neu,pos,compound,roberta_neg,roberta_neu,roberta_pos,roberta_compound
275,275,Domino's Pizza,"148 W 72nd St, New York, NY 10023, USA",3.5,Enrique Aguirre Brito,"I bought the 3 topping pizza, 15.99$. I have to say that it is better than expected.
The garlic bread that comes with it it is also god.
Not 5 stars because when I went in there it was not a very nice place to stay and wait for the order.",4.0,0.051,0.848,0.101,0.3509,0.02135935,0.05245805,0.92618257,0.92037255
276,276,Domino's Pizza,"148 W 72nd St, New York, NY 10023, USA",3.5,Mari Assefa,"I don't even understand how they can call this food. I ordered the Marinara Cheese dip and I received about 2mm of burnt cheese stuck to a metal plate. This is absolutely ridiculous! When I went to report the problem the form was not working, it kept saying there was an error and to try again. Now, I try a day later and it works, but the window to report problems is over. FOR REAL? I'm convinced that the Delivery Insurance is a joke and they probably make it ""error"" until the window to report issues closes.",1.0,0.11,0.826,0.064,-0.3795,0.93274647,0.061344624,0.005908836,-1.3625386
277,277,Domino's Pizza,"148 W 72nd St, New York, NY 10023, USA",3.5,Vicky d,The workers are amazing and they perform an excellent job with your orders!! They are also super fast and the pizzas are delicious and very affordable  ( Vicky ) ❤️😊❤️💕👍🏾,5.0,0.0,0.605,0.395,0.9492,0.0037992503,0.007971493,0.9882293,0.9865161
278,278,Chios Taverna,"2030 Broadway, New York, NY 10023, USA",4.4,Federico Zimerman,"first time I ordered chicken souvlaki from this place, it was delicious (I was a new customer) the second time I ordered the dish, instead of white tender meat it was the less expensive dark fatty meat. I am not ordering again.",1.0,0.0,0.909,0.091,0.5719,0.36818373,0.28720632,0.34460998,-0.064062476
279,279,Chios Taverna,"2030 Broadway, New York, NY 10023, USA",4.4,Jonathan C,"The food was pretty good. It’s a good takeout option. For a dine in experience, it leaves much to be desired. It felt like ordering from a virtual food court. Everything comes packaged in to-go packaging and your drink comes from a cooler (canned drinks, etc).",4.0,0.0,0.731,0.269,0.9118,0.0077645183,0.07715129,0.9150842,0.942013
280,280,Chios Taverna,"2030 Broadway, New York, NY 10023, USA",4.4,Molly Carew,Ordered delivery to WV. So so delicious & fresh!,5.0,0.0,0.422,0.578,0.849,0.0035890564,0.025740102,0.9706708,0.9781573
281,281,Chios Taverna,"2030 Broadway, New York, NY 10023, USA",4.4,Tyler Odell,The food was fantastic. The spiced cauliflower is a must have!,5.0,0.0,0.698,0.302,0.5983,0.003557988,0.008044022,0.988398,0.987083
282,282,Chios Taverna,"2030 Broadway, New York, NY 10023, USA",4.4,Christina Grdovic,Never thought spanakopita could be this good. Highly recommend getting the spreads and adding them to everything - or get extras for snacks the next day.,5.0,0.0,0.789,0.211,0.7326,0.007490144,0.05071097,0.94179887,0.95591915
283,283,Chama Mama UWS,"373 Amsterdam Ave, New York, NY 10024, USA",4.6,Bobby Wang,"An unforgettable experience! The atmosphere is great. The service is fantastic! A wonderful detail is that their plates are carefully designed and customized, and provided according to the dish you order. Please note that there are different options for lunch and dinner!

The portion sizes are very good! The pumpkin soup is almost the best I've ever had, which might only be one-third the portion size in some other restaurants, but here it's very generous. The meat patties and cheese boat are not greasy at all! The soup dumplings are different from the Chinese style. Even though they look thick and big, they are still juicy and tasty when eaten!

In terms of the menu, the plates, the service, the atmosphere, or the food, it was impeccable. For me, whether for casual dining or formal occasions, this Georgian restaurant offers a unique and outstanding experience.",5.0,0.009,0.815,0.176,0.9775,0.0030854342,0.013310377,0.98360413,0.98563117
284,284,Chama Mama UWS,"373 Amsterdam Ave, New York, NY 10024, USA",4.6,Mr. Tomato,"It was an amazing experience! The food is really good. We ordered the cheeseboat, chicken skewers, and Georgian salad. All three dishes are amazingly delicious! The chicken skewers are so tasty, with a juicy texture. The cheeseboat is so good that we even forgot to take a picture before we eat all of it. Highly recommend and will definitely come back and try more dishes! :)",5.0,0.0,0.705,0.295,0.9745,0.0030311164,0.0074204095,0.98954844,0.98871195
285,285,Chama Mama UWS,"373 Amsterdam Ave, New York, NY 10024, USA",4.6,Ross Mantsurov,"This unique Georgian restaurant is definitely worth a visit if you’re up to trying new foods. As someone who grew up eating Georgian inspired food, this restaurant took me back to my childhood (especially the Khinkali dumplings). This restaurant is definitely on the more expensive side for the kind of food they offer, but who cares when you’re visiting New York City. I would still highly recommend!",5.0,0.0,0.795,0.205,0.9221,0.0026841736,0.023157105,0.9741587,0.981711
286,286,Chama Mama UWS,"373 Amsterdam Ave, New York, NY 10024, USA",4.6,Harrison Gerson,"The food was absolutely delicious. The cheese dish filled me up, which would make for a pretty well priced meal! I would give five stars, except I felt like my waiter had been quite sassy with me. I asked for more information about the cheese type, and I was told it was cow Cheese cheese.... which was not very helpful. My waiter looked at me like I was crazy when I asked for more info about the cheese, which was off-putting. The other service staff was helpful and guided me through the menu much better.
The mocktail was bad. Gosh that cheese was good!",4.0,0.093,0.731,0.176,0.8651,0.021621311,0.05113504,0.92724365,0.9203792
287,287,Chama Mama UWS,"373 Amsterdam Ave, New York, NY 10024, USA",4.6,Timothy Torres,The food was all beautiful in presentation and flavor. The flat bread was hot and perfect for dipping up all the sauces. I could eat all the bread. Service was attentive and the staff friendly - we came here with our son and the accommodated our stroller. This is a great date or after-work spot.,5.0,0.0,0.763,0.237,0.9423,0.003747122,0.011866282,0.9843866,0.9846991
288,289,Henry Street Ale House,"62 Henry St, Brooklyn, NY 11201, USA",4.3,Tom Gubernat,"An excellent pub in Brooklyn Heights. The bartender and entire staff are on point, swift and smart. The food is good pub fare, I had the fried chicken sandwich, and while a bit dry, it hit the spot. I’ll be back as often as I can for this staple in NYC pubs. Nachos are great!",4.0,0.0,0.752,0.248,0.9381,0.004408928,0.012501955,0.9830891,0.9827267
289,290,Henry Street Ale House,"62 Henry St, Brooklyn, NY 11201, USA",4.3,Abhishek Jaddu,"The girlfriend and I weren’t terribly impressed with this place. All the food we got was not in line with what we had expected. We were especially disappointed by the chicken tenders, which were nothing like the stereotypical chicken tender you’re going to get anywhere else. They’re battered with tiny (I mean tiny) slivers of chicken. Don’t think we will go back if we are craving bar food of any kind. Fried pickles were decent though.",3.0,0.106,0.8,0.094,-0.2507,0.9080595,0.08275027,0.009190227,-1.3115238
290,291,Henry Street Ale House,"62 Henry St, Brooklyn, NY 11201, USA",4.3,Christian Zinner,"Lovely place to stop by, I haven't had the chance to take a table but we sat at the bar and it was very convenient. From the Guinness and the fries everything delicious. Even though we had some difficulties with paying the bartender was very polite in hinting us how to pay properly",5.0,0.123,0.752,0.125,0.4731,0.007770108,0.019433083,0.97279686,0.9708582
291,292,Henry Street Ale House,"62 Henry St, Brooklyn, NY 11201, USA",4.3,Natalya Vershinina,Pub in Brooklyn. It is truly a Pub with big choice of draft and can beer. We got roast beef sandwich that supposed to be with the gravy and it was so dry and beef was so old not fresh at all plus fries was so saggy and greasy. Not good experience for bar food. I guess this spot is still good to hang out with friends and get a beer but food make sure you go somewhere else.,2.0,0.061,0.854,0.085,0.4462,0.86996305,0.11358041,0.016456574,-1.2316977
292,293,Henry Street Ale House,"62 Henry St, Brooklyn, NY 11201, USA",4.3,Howard,"Great little watering hole with a surprisingly strong food offering. It looks like the normal pub-grub on the menu (burger, fish and chips) but was all really high caliber and freshly prepared. We were there on a quiet Sunday afternoon and it seems to be set-back far enough from the Dumbo tourist crowd to avoid being packed out, which is a shame for them but makes it a bit of a hidden treasure.
Excellent beer options and friendly staff too.",5.0,0.074,0.688,0.239,0.9274,0.0061851693,0.033647325,0.9601675,0.9677134
293,294,Grimaldi's Pizzeria,"1 Front St, Brooklyn, NY 11201, USA",4.2,Kay Jay,"Highly recommend making your way to this pizzeria to try out their pizza! We ordered the 18’’ margherita. We decided to order the most basic pizza to check if it is any good. A lot of times, people try to add so many things onto a pizza to confuse consumers. We believe that if their basic pizza is delicious, then the rest should be equally awesome. And they delivered! We were very satisfied with their pizza. We were not that hungry going there, but we finished everything to the last bits. Would go back there again when I am back in NYC to try out other pizza on their menu!",5.0,0.013,0.885,0.102,0.8488,0.003352688,0.03696731,0.95968,0.97313464
294,295,Grimaldi's Pizzeria,"1 Front St, Brooklyn, NY 11201, USA",4.2,Doug Bush,"Food was good but I’ve had it before and I remember it being better. Very well seasoned but it came out a little colder than I would have liked - as if it had been sitting for a while before the waiter noticed it should be taken to our table. We were seated quickly but the service overall was a bit slow - and the place didn’t seem particularly busy, so not sure why that was. Got my drink before the food and I was hoping for a refill but didn’t get one until just before we boxed our food up. We got their margherita and the Don (meat lovers). Both were good I just remember it being better last time I was here. Perhaps just an off night. The atmosphere was family friendly and a nice place to have some pizza.",4.0,0.018,0.775,0.207,0.9836,0.027890434,0.13057542,0.8415341,0.8649861
295,296,Grimaldi's Pizzeria,"1 Front St, Brooklyn, NY 11201, USA",4.2,Esther Almo,"Pizza of course was delicious. But the lemon vinaigrette and arugula salad was a pleasant and delicious surprise.  So good. We ordered a second one. And the cheese cake was so light, fluffy and creamy.",5.0,0.0,0.598,0.402,0.9627,0.003680588,0.010772613,0.9855468,0.98541224
296,297,Grimaldi's Pizzeria,"1 Front St, Brooklyn, NY 11201, USA",4.2,Clara Novem,"Line out the door! But very quickly accommodated. Unfortunately we got some dirty silverware with our table. The manager was very on top of everything and was present and interactive. Food was quick. Shared an antipasto and a large Brooklyn Bridge pizza. The pizza was everything it should be 🤌
Had a chocolate cannoli and a traditional one. If you don't like too sweet, def go with the traditional. Overall love the place.",5.0,0.155,0.712,0.132,-0.2512,0.03039455,0.10610672,0.86349875,0.8709603
